web_scraper_order,web_scraper_start_url,pagination,book link,title,rating,price,stock,category,UPC,rating_word,rating_num,cluster,Genre,Genre_label
1771420163-605,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Take Me Home Tonight (Rock Star Romance #3),star-rating Three,53.98,In stock (11 available),Romance,cf62fa272b5f0fa3,Three,3,3,Cluster_3,3
1771420165-606,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,The Art of Startup Fundraising,star-rating Three,21.0,In stock (11 available),Business,1c584f82a7a1c4f0,Three,3,1,Cluster_1,1
1771420167-607,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,The Improbability of Love,star-rating One,59.45,In stock (11 available),Fiction,437d8dea9272d0a9,One,1,0,Cluster_0,0
1771420169-608,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,"The Sleep Revolution: Transforming Your Life, One Night at a Time",star-rating Four,11.68,In stock (11 available),Nonfiction,985991708c47003e,Four,4,1,Cluster_1,1
1771420171-609,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/the-widow_609/index.html,The Widow,star-rating Two,27.26,In stock (11 available),Mystery,6159d8b187831770,Two,2,2,Cluster_2,2
1771420174-610,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,Troublemaker: Surviving Hollywood and Scientology,star-rating Two,48.39,In stock (11 available),Default,515cb8fcafb1ad98,Two,2,0,Cluster_0,0
1771420176-611,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",star-rating One,38.77,In stock (12 available),Food and Drink,a4eef523118805ef,One,1,0,Cluster_0,0
1771420178-612,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,A Paris Apartment,star-rating Four,39.01,In stock (12 available),Historical Fiction,63343e287971bb0c,Four,4,3,Cluster_3,3
1771420180-613,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,Boar Island (Anna Pigeon #19),star-rating Three,59.48,In stock (12 available),Mystery,49b24c6a41b82bd2,Three,3,3,Cluster_3,3
1771420182-614,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Can You Keep a Secret? (Fear Street Relaunch #4),star-rating One,48.64,In stock (12 available),Horror,d069086944f2e330,One,1,0,Cluster_0,0
1771420184-615,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Dirty (Dive Bar #1),star-rating Four,40.83,In stock (12 available),Romance,df7e628bad5782b4,Four,4,3,Cluster_3,3
1771420187-616,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,Eleanor & Park,star-rating Five,56.51,In stock (12 available),Default,6983328f15506cb9,Five,5,3,Cluster_3,3
1771420189-617,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html,Equal Is Unfair: America's Misguided Fight Against Income Inequality,star-rating One,56.86,In stock (12 available),Politics,3968e3fbf4695d7c,One,1,0,Cluster_0,0
1771420191-618,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html,Everyday Italian: 125 Simple and Delicious Recipes,star-rating Five,20.1,In stock (12 available),Food and Drink,76319fe9d8b465a3,Five,5,1,Cluster_1,1
1771420193-619,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,Furiously Happy: A Funny Book About Horrible Things,star-rating Four,41.46,In stock (12 available),Nonfiction,c6a29d6df8de968c,Four,4,3,Cluster_3,3
1771420195-620,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-20.html,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,Hide Away (Eve Duncan #20),star-rating One,11.84,In stock (12 available),Mystery,bddc6fd036eb6279,One,1,2,Cluster_2,2
1771420198-621,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,How to Speak Golf: An Illustrated Guide to Links Lingo,star-rating Five,58.32,In stock (12 available),Default,b978c9852cde91bd,Five,5,3,Cluster_3,3
1771420200-622,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,"Love, Lies and Spies",star-rating Two,20.55,In stock (12 available),Historical Fiction,9546d537fbf99eb6,Two,2,2,Cluster_2,2
1771420202-623,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/most-wanted_623/index.html,Most Wanted,star-rating Three,35.28,In stock (12 available),Mystery,c039f5aceb093537,Three,3,3,Cluster_3,3
1771420204-624,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,Murder at the 42nd Street Library (Raymond Ambler #1),star-rating Four,54.36,In stock (12 available),Mystery,e7fe3bf2768602cf,Four,4,3,Cluster_3,3
1771420207-625,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,No Love Allowed (Dodge Cove #1),star-rating Four,54.65,In stock (12 available),Young Adult,db84624b151cbe06,Four,4,3,Cluster_3,3
1771420209-626,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,One with You (Crossfire #5),star-rating Four,15.71,In stock (12 available),Add a comment,81ef44fcc5f454df,Four,4,1,Cluster_1,1
1771420211-627,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,Poisonous (Max Revere Novels #3),star-rating Three,26.8,In stock (12 available),Mystery,abdd91e96515a617,Three,3,1,Cluster_1,1
1771420213-628,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,Psycho: Sanitarium (Psycho #1.5),star-rating Five,36.97,In stock (12 available),Horror,b8d7b3f5c7a95d65,Five,5,3,Cluster_3,3
1771420215-629,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,star-rating One,43.14,In stock (12 available),Business,8976d9161c027142,One,1,0,Cluster_0,0
1771420217-630,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,Raspberry Pi Electronics Projects for the Evil Genius,star-rating Four,49.67,In stock (12 available),Default,ebf81a62e4798fd1,Four,4,3,Cluster_3,3
1771420220-631,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,star-rating Three,21.21,In stock (12 available),Nonfiction,f40fea200e0c644f,Three,3,1,Cluster_1,1
1771420222-632,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,Stars Above (The Lunar Chronicles #4.5),star-rating Two,48.05,In stock (12 available),Young Adult,b63ea3f7a57ae099,Two,2,0,Cluster_0,0
1771420224-633,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-children_633/index.html,The Children,star-rating Three,11.88,In stock (12 available),Add a comment,64fd010bf8d15096,Three,3,1,Cluster_1,1
1771420226-634,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,The Diary of a Young Girl,star-rating Three,59.9,In stock (12 available),Nonfiction,54fc03f1e1d355db,Three,3,3,Cluster_3,3
1771420228-635,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html,The Dinner Party,star-rating Two,56.54,In stock (12 available),Fiction,c6ca293d4810e0d5,Two,2,0,Cluster_0,0
1771420231-636,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,The Epidemic (The Program 0.6),star-rating Five,14.44,In stock (12 available),Young Adult,f732d7d18a91d2ba,Five,5,1,Cluster_1,1
1771420233-637,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,The Golden Condom: And Other Essays on Love Lost and Found,star-rating One,39.43,In stock (12 available),Psychology,235fa48eeed11d82,One,1,0,Cluster_0,0
1771420235-638,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,star-rating Four,59.15,In stock (12 available),Add a comment,3063c7e95d0bf76f,Four,4,3,Cluster_3,3
1771420237-639,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,The Lonely City: Adventures in the Art of Being Alone,star-rating Two,33.26,In stock (12 available),Nonfiction,582a21a1dbbef3cf,Two,2,2,Cluster_2,2
1771420239-640,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-19.html,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,The Midnight Watch: A Novel of the Titanic and the Californian,star-rating One,26.2,In stock (12 available),Add a comment,14e44163678e24dc,One,1,2,Cluster_2,2
1771420241-641,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-18.html,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,The Silent Sister (Riley MacPherson #1),star-rating Five,46.29,In stock (12 available),Fiction,ce1ae197ada2aec4,Five,5,3,Cluster_3,3
1771420244-642,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-18.html,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,The Star-Touched Queen,star-rating Five,32.3,In stock (12 available),Fantasy,4a7a25be293ad678,Five,5,1,Cluster_1,1
1771420246-643,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-18.html,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Tipping Point for Planet Earth: How Close Are We to the Edge?,star-rating One,37.55,In stock (12 available),Science,148715df5a02ea5e,One,1,0,Cluster_0,0
1771420248-644,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-18.html,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Will You Won't You Want Me?,star-rating Three,13.86,In stock (12 available),Womens Fiction,077b635ff2afc578,Three,3,1,Cluster_1,1
